lat,lon,type,name,tags,category
49.289513,-123.1216843,artwork,F Grass -Ai Wei Wei,{'name:en': 'F Grass -Ai Wei Wei'},
49.2762785,-123.1023933,artwork,Trans Am Totem,"{'description': 'It is composed of five real scrap cars stacked upon an old growth cedar tree. The artwork considers our consumer “out with the old, in with the new” culture in relation to the site, its history, and Vancouver’s evolving identity.', 'website': 'https://www.vancouverbiennale.com/artworks/trans-am-totem/', 'artwork_type': 'sculpture', 'material': 'wood;stone', 'artist_name': 'Marcus Bowcott'}",
49.1974551,-123.1396466,artwork,SEI,"{'artist_name': 'Michael Nicoll Yahgulanaas', 'website': 'https://www.straight.com/arts/470511/exclusive-sneak-peek-michael-nicoll-yahgulanaas-latest-work-mcarthurglen-designer-outlet', 'artwork_type': 'sculpture'}",
49.2540762,-123.2515866,viewpoint,Ting Lookout,{},
49.1944553,-123.1815768,artwork,The Raven,"{'name:fr': 'Le Corbeau', 'name:en': 'The Raven', 'artist_name': 'Reg Davidson', 'start_date': '2015'}",
49.1943305,-123.1792622,artwork,Cedar Connection,"{'name:fr': 'Le lien de cèdre', 'name:en': 'Cedar Connection', 'artist_name': 'Susan A. Point', 'start_date': '2009'}",
49.1943377,-123.180346,artwork,Celebrating Flight,"{'artwork_type': 'totem_pole', 'material': 'wood;paint', 'artist_name': 'Don Yeomans', 'start_date': '2009', 'height': '12'}",
49.3116678,-123.085115,artwork,Buoy,{'artwork_type': 'installation'},
49.2695802,-123.1427277,attraction,Francl Architecture,"{'website': 'https://franclarchitecture.com/', 'addr:housenumber': '1684', 'phone': '+1-604-688-3252', 'opening_hours': 'Mo-Fr 08:30-17:00', 'name:en': 'Francl Architecture', 'office': 'architect', 'addr:street': 'West 2nd Avenue'}",
49.1973504,-123.1781431,artwork,The Story of Fog Woman and Raven,"{'name:fr': ""L'histoire de Dame brouillard et de Corbeau"", 'name:en': 'The Story of Fog Woman and Raven', 'artist_name': 'Dempsey Bob', 'start_date': '2007'}",
49.260037,-123.2488873,attraction,Reconciliation Pole,"{'website': 'https://belkin.ubc.ca/collections/#james-hart-7idansuu-reconciliation-pole-honouring-a-time-before-during-and-after-canadas-indian-residential-schools', 'historic': 'monument', 'artist_name': 'James Hart, 7idansuu', 'start_date': '2017'}",
49.2654344,-123.0776361,artwork,East Van Cross,{'name:en': 'East Van Cross'},
49.2794172,-123.1052268,artwork,Abacus,{'artwork_type': 'sculpture'},
49.2798515,-123.108462,artwork,International Village Globe,"{'inscription': 'International Village', 'description': 'Globe', 'historic': 'monument', 'artwork_type': 'sculpture'}",
49.2548901,-123.1012195,artwork,Momento (Poodle),{'artist_name': 'Gisele Amantea'},
49.2486548,-123.0732056,artwork,Flower Totems,"{'artist_name': 'Sam Carter', 'artwork_type': 'sculpture'}",
49.2491637,-123.0753936,artwork,Peaceable Kingdom,"{'artist_name': 'Tom Dean', 'artwork_type': 'sculpture'}",
49.2997009,-123.1305389,artwork,Killer Whale,"{'website:source': 'https://app.vancouver.ca/ArtsFinder_net/?action=ArtDetails&art_num=464', 'alt_name': 'Chief of the Undersea World', 'artwork_type': 'sculpture', 'material': 'bronze', 'artist_name': 'Bill Reid'}",
49.280133,-123.1072141,artwork,Chilliwack Antique House,{'name:en': 'Chilliwack Antique House'},
49.2804954,-123.1063998,artwork,Iag,{'name:en': 'Iag'},
49.2817994,-123.1333798,attraction,Gay Village,"{'wheelchair': 'yes', 'name:en': 'Gay Village'}",
49.2852207,-123.1342188,artwork,Triumph of the Technocrat,{'name:en': 'Triumph of the Technocrat'},
49.2769886,-123.1350036,artwork,The Swimmer,{'name:en': 'The Swimmer'},
49.1925306,-123.1791754,attraction,Vancouver International Airport,"{'name:it': 'Aeroporto Internazionale di Vancouver', 'name:en': 'Vancouver International airport'}",
49.1802256,-123.1519278,attraction,Flight City,"{'opening_hours': 'Mo-Fr 10:00-18:00; Sa 10:00-17:00', 'website': 'https://www.facebook.com/FlightCityVancouver/', 'addr:housenumber': '105-6080', 'name:en': 'Flight City', 'addr:street': 'Russ Baker Way', 'phone': '+1-604-244-0140'}",
49.2384102,-123.0502439,gallery,Art Works Studio,"{'addr:housenumber': '2717', 'addr:street': 'Kingsway', 'addr:city': 'Vancouver'}",
49.271031,-123.2498572,artwork,Maltese Labyrinth,{'name:en': 'Maltese Labyrinth'},
49.285907,-123.1231115,artwork,Spirits In A Landscape,"{'artist_name': 'Abraham Anghik', 'name:en': 'Spirits In A Landscape', 'start_date': '1992'}",
49.2982209,-123.1190655,artwork,Harry Winston Jerome,"{'name:en': 'Harry Winston Jerome', 'historic': 'memorial', 'memorial': 'statue', 'artwork_type': 'statue', 'wikidata': 'Q27919858'}",
49.2763939,-123.120672,gallery,The Space Art Gallery,"{'addr:province': 'BC', 'website': 'https://www.thespaceanartgallery.com/', 'addr:housenumber': '1063', 'phone': '+1-778-997-4049', 'opening_hours': 'Mo-Sa 12:00-20:00', 'name:en': 'The Space Art Gallery', 'addr:street': 'Hamilton Street', 'addr:city': 'Vancouver'}",
49.2805672,-123.1258144,artwork,Requiem for Yan,"{'artist_name': 'Judi Young', 'name:en': 'Requiem for Yan'}",
49.1812871,-123.1702967,Plane_Spotting_Platform,South Terminal Viewing Platform,{},
49.282658,-123.1099763,artwork,Vancouver Corner,{},
49.2616112,-123.1140507,artwork,Sounds We No Longer Hear,"{'artist_name': 'Ina Trudgeon', 'artwork_type': 'stone', 'start_date': '2000'}",
49.2821372,-123.1107337,artwork,The Great Fire,{},
49.2832215,-123.120676,artwork,King Edward VII Fountain,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=45', 'artwork_type': 'sculpture', 'material': 'Concrete,_bronze,_ceramic', 'artist_name': 'Charles Marega', 'start_date': '1912'}",
49.2824778,-123.120738,artwork,Bird of Spring,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=77', 'artwork_type': 'statue', 'material': 'bronze', 'start_date': '1979'}",
49.2845787,-123.1292931,artwork,The Four Elements,"{'artist_name': 'Me Jane', 'start_date': '2006'}",
49.2808714,-123.11245,artwork,Florentine Door & Wall No 3,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=39', 'artwork_type': 'sculpture', 'artist_name': 'Frank Perry', 'start_date': '1967'}",
49.2382321,-122.9933763,viewpoint,West Forest Trails Wetlands,"{'surface': 'wood', 'bench': 'yes'}",
49.2851447,-123.1140076,attraction,Birks Clock,"{'visibility': 'street', 'old_name': 'Trorey', 'amenity': 'clock', 'display': 'analog', 'faces': '4', 'support': 'pole', 'operator': 'Birks'}",
49.2827136,-123.1097142,artwork,Phoenix,{},
49.288323,-123.1188656,artwork,Nike,"{'description': 'Here stands a golden statue of the ancient Greek goddess of victory. It was created by Pavlos Angelos Kougioumtzis and installed for the 2010 Olympic and Paraolympic Winter Games.', 'artwork_type': 'statue', 'subject:wikidata': 'Q165023', 'artist_name': 'Pavlos Angelos Kougioumtzis'}",
49.2990879,-123.121252,artwork,Rose Cole Yelton,"{'design:year': '2009', 'description': 'Raised in 2009, this pole was created to honour Rose Cole Yelton, her family and all those who lived in Stanley Park. This pole is erected in front of the house site where the Cole family lived until 1935. Until the time of her passing in 2002...', 'historic': 'memorial', 'memorial': 'totem_pole', 'artwork_type': 'totem_pole', 'artist_name': 'Robert Yelton'}",
49.242617,-123.1160921,artwork,Love in the Rain,"{'alt_name': 'Love Locks', 'artwork_type': 'sculpture', 'material': 'metal', 'artist_name': 'Bruce Voyce', 'start_date': '2016'}",
49.2853611,-123.1200364,artwork,Builders,"{'artist_name': 'Joyce McDonald', 'artwork_type': 'sculpture', 'start_date': '1986'}",
49.2797993,-123.1025451,museum,Chinese Cultural Centre Museum,"{'website': 'https://www.cccvan.com/museum', 'addr:housenumber': '555', 'addr:street': 'Columbia Street', 'phone': '+1-604-658-8880'}",
49.266028,-123.1153878,artwork,Centennial Rocket,{},
49.2382851,-123.1338585,artwork,The throne of Nezahualcoyotl,{},
49.3113296,-123.085661,artwork,Harubang,{'artwork_type': 'sculpture'},
49.1935267,-123.1802462,artwork,"Supernatural World: The Sea, The Land and The Sky",{'level': '-1'},
49.2846556,-123.1138977,attraction,The Pink Alley,{'alt_name': 'Alley-Oop'},
49.2866544,-123.1156405,artwork,Space Venus,"{'website': 'http://chalirosso.com/definitely-dali/', 'artwork_type': 'sculpture', 'material': 'bronze', 'artist_name': 'Salvador Dalí', 'start_date': 'May 2019'}",
49.2868653,-123.1178888,artwork,Public Service/Private Step,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=340&FromArtworkSearch=True', 'start_date': '2003'}",
49.2672285,-123.1013595,artwork,Seal-maid,"{'artist_name': 'Bronwyn Schuster', 'description': 'A wall drawing of a mermaid with the tail of a seal.\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural'}",
49.2681278,-123.1011138,artwork,Saxophone,"{'description': 'This wall drawing shows a woman playing a saxophone.\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Irving Cano', 'direction': '0'}",
49.2683911,-123.1016585,artwork,Wild Ride,"{'description': 'This wall drawing shows several comic animals driving vehicles.\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Carson Ting', 'start_date': '2017', 'direction': '90'}",
49.2615395,-123.1005294,artwork,Spacious' as a Concept,"{'description': 'Artist Statement:\n""The meaning of my mural is to discuss how much people compromise personal space and comfort in order to live in a large city. As cities grow denser in population, the size of housing, units or otherwis\n\nFor Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Ben Frey', 'direction': '90'}",
49.2625559,-123.1006705,artwork,Berries and blue vines,"{'description': 'A wall drawing of a woman picking coffee beans', 'artwork_type': 'mural', 'direction': '0'}",
49.2625484,-123.1004521,artwork,Ghia tree,"{'description': 'A wall drawing of a blue tree\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Ghia Collective', 'direction': '0'}",
49.26345,-123.1016089,artwork,Vancouver Summer Fun,"{'description': 'This wall drawing shows a scene on a beach. A woman holds up a beach ball. For the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Francis Tiffany', 'start_date': '2017', 'direction': '180'}",
49.2631296,-123.1017915,artwork,Fierce like tigers,"{'description': 'A wall drawing showing a woman on a tiger and more. For the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Sandeep Johal', 'start_date': '2017', 'direction': '90'}",
49.2616789,-123.1004854,artwork,Sunday Afternoon,"{'description': 'Artist Statement:\nThe mural depicts how people might spend their afternoon, camping or staying at home. They are reading books, playing badminton. cooking .... The mural is a reflection on summer exploring themes of nature and family.', 'artwork_type': 'mural', 'artist_name': 'Mengya Zhao', 'direction': '180'}",
49.2630631,-123.1004926,artwork,Zhawenjigewin (Love in Anishinaabe),"{'description': 'A wall drawing of a couple hugging.', 'artwork_type': 'mural', 'artist_name': 'Sharifah Marsden;Corey Laroque', 'direction': '90'}",
49.2623414,-123.1013995,artwork,The present is a gift,"{'description': 'A wall drawing spanning over two buildings. ""The present"" was painted by Jay Senetchko and ""is a gift"" was painted by Drew Young.\n\nFor the Vancouver Mural Festival 2016', 'artwork_type': 'mural', 'artist_name': 'Jay Senetchko;Drew Young', 'direction': '0'}",
49.2635373,-123.1017014,artwork,Befriend Your Inner Demon,"{'description': 'Abstract patterns on a wall', 'artwork_type': 'mural', 'artist_name': 'Priscilla Yu', 'direction': '270'}",
49.2662846,-123.101609,artwork,Eagle Opens Up,"{'artwork_type': 'mural', 'artist_name': 'Paul Windson', 'start_date': '2017', 'direction': '270'}",
49.2665756,-123.1010154,artwork,In Loving Memory of Holden,"{'description': 'A graffiti that is visible from the parking lot', 'artwork_type': 'graffiti', 'direction': '270'}",
49.2673883,-123.1011829,artwork,Stellars Jay,"{'description': 'A wall drawing of a bird\n\nFor the Mural Art Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Carrielynn Victor', 'start_date': '2017', 'direction': '180'}",
49.2672162,-123.1011114,artwork,Octo-maid,"{'description': 'A wall drawing of a mermaid and another mermaid with the tail of an octopus. This artwork spans over the East and the North side of a building.', 'artwork_type': 'mural', 'artist_name': '@amandasmartart', 'start_date': '2017'}",
49.2706694,-123.0998442,artwork,Exhausting Machine,"{'description': 'This wall drawing shows a polar bear trapped in a red plastic bottle.\n\nFor the Vancouver Mural Festival 2016\n\nFor the Vancouver Mural Festival 2016', 'artist:wikidata': 'Q24336846', 'artwork_type': 'mural', 'artist_name': 'Nevercrew', 'start_date': '2016-08-17', 'direction': '280'}",
49.2668434,-123.1022173,artwork,Studio View,"{'description': 'A large wall drawing that shows a room full of artworks.\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Andy Dixon', 'start_date': '2017', 'direction': '0'}",
49.2670101,-123.1015396,artwork,Mermaid,"{'description': 'A wall drawing which shows a mermaid with the tail of an eel.\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Tia Rambaran', 'direction': '270'}",
49.268129,-123.1012246,artwork,Guitarist,"{'description': 'A wall drawing that shows a man playing a guitar.\n\nFor the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'direction': '0'}",
49.2670568,-123.1010213,artwork,Lady Mermaid,"{'artist_name': 'Lani Imre', 'artwork_type': 'mural', 'direction': '90'}",
49.2633291,-123.1016095,artwork,Stay yummy,"{'description': 'For the Vancouver Mural Festival 2017', 'artwork_type': 'mural', 'artist_name': 'Brother Jopa', 'start_date': '2017', 'direction': '0'}",
49.2708496,-123.098217,artwork,Knot Yourself,"{'artist_name': 'Katie So;Benjamin Knight', 'artwork_type': 'mural', 'direction': '90'}",
49.2674582,-123.1015925,artwork,Holograph,"{'description': 'A wall drawing of colourful squares.\n\nFor the Vancouver Mural Festival', 'artwork_type': 'mural', 'artist_name': 'Jane Cheng', 'direction': '90'}",
49.260426,-123.1016131,artwork,The jealous creator,"{'description': 'This wall painting shows a gray person holding an umbrella and a rainbow out of bubbles.\n\nIt was part of the Vancouver Mural Festival 2018.', 'artwork_type': 'mural', 'artist_name': 'Danielle Krysa', 'start_date': '2018', 'direction': '180'}",
49.2414393,-123.1136561,artwork,Knife Edge Two Piece,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=106', 'artwork_type': 'sculpture', 'material': 'bronze', 'artist_name': 'Henry Moore', 'start_date': '1969'}",
49.24212,-123.1125027,artwork,Photo Session,"{'owner': 'City of Vancouver', 'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=309', 'artwork_type': 'sculpture', 'artist_name': 'J. Seward Johnson, Jr', 'start_date': '1984'}",
49.2624508,-123.252342,museum,Pacific Museum of Earth,"{'operator:type': 'university', 'website': 'https://pme.ubc.ca/', 'addr:housenumber': '6339', 'museum': 'nature', 'opening_hours': 'Mo-Fr 10:00-17:00; Sa, Su, PH off', 'addr:street': 'Stores Road', 'operator': 'UBC Faculty of Science'}",
49.2401234,-123.1316279,artwork,Black Eagle canoe,{'artist_name': 'Bill Reid'},
49.2405055,-123.1334363,artwork,Totem Poles,{'artwork_type': 'carving'},
49.2093046,-123.116638,artwork,Simon Fraser,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=624', 'material': 'bronze', 'artist_name': 'Ken Lum', 'website_1': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?ArtworkId=624', 'description': 'Modeled in the pose of Auguste Rodin’s The Thinker (1887-1889), Simon Fraser is a bronze sculpture created to celebrate and honour the explorer Simon Fraser. ', 'monument': 'statue', 'artwork_type': 'statue', 'start_date': '2015'}",
49.2675429,-123.1192684,artwork,Acoustic Anvil: A Small Weight to Forge the Sea,"{'description': 'Acoustic Anvil: A Small Weight to Forge the Sea is the physical convergence of both real and imagined histories, relationships, and resonances that mark this seemingly silent site.', 'website': 'https://www.vancouverbiennale.com/artworks/acoustic-anvil-a-small-weight-to-forge-the-sea/', 'artwork_type': 'sculpture', 'material': 'steel', 'artist_name': 'Maskull Lasserre'}",
49.1847151,-123.1386454,artwork,Water #10,"{'website': 'https://www.vancouverbiennale.com/artworks/water-10/', 'artwork_type': 'sculpture', 'material': 'steel', 'artist_name': 'Ren Jun'}",
49.2086109,-123.1421478,artwork,Fushion,"{'website': 'https://covapp.vancouver.ca/PublicArtRegistry/ArtworkDetail.aspx?FromArtworkSearch=True&ArtworkId=589', 'artwork_type': 'sculpture', 'addr:street': 'Cornish Street', 'material': 'aluminium', 'artist_name': 'Susan Point', 'start_date': '2014'}",
49.2719314,-123.1339405,artwork,Winches,"{'inscription': 'Built by Ideal Iron Wks Ltd Vancouver, B.C. Universal Type Winch No. 3', 'description': 'One of the many industrial artifacts on Granville Island that pay homage to the industrial area this was during the 20th century.', 'artwork_type': 'installation'}",
49.2721894,-123.133701,attraction,The Relief,"{'description': 'A West Coast fishing vessel that is now permanently on display under the Granville Street Bridge.', 'website': 'https://granvilleisland.com/secrets/relief', 'start_date': '1929'}",
49.2105524,-123.1168236,artwork,Golden Tree,"{'artwork_type': 'sculpture', 'highway': 'footway', 'artist_name': 'Douglas Coupland', 'start_date': '2016'}",
49.2411172,-123.2270213,viewpoint,Simon Fraser Viewpoint,{},
49.2675747,-123.1390502,artwork,100,"{'material': 'concrete', 'description': 'Vancouver Centennial', 'artwork_type': 'sculpture'}",
49.2784178,-123.1081054,artwork,Roger Neison,{'artwork_type': 'statue'},
49.278262,-123.1077265,artwork,Pat Quinn,{'artwork_type': 'statue'},
49.2272023,-122.999902,gallery,Blue Lotus Art Gallery,"{'opening_hours': 'Mo-Sa 10:00-21:00; Su 10-18:00', 'website': 'https://www.bluelotusartgallery.com/', 'addr:housenumber': '4700', 'addr:street': 'Kingsway', 'phone': '+1-236-880-8804', 'level': '0'}",
49.3083687,-123.0425034,artwork,George D. Kuhn,{'artwork_type': 'sculpture'},
49.2756731,-123.1141853,artwork,Slow,{},
