name,listing_url,neighbourhood,latitude,longitude,price,room_type,review_scores_rating
Clean & Cozy Private Room in Heart of Downtown,https://www.airbnb.com/rooms/50379446,"Vancouver, British Columbia, Canada",49.27923,-123.10751,115.0,Private room,4.85
Clean & Quiet Luxury Room with Private Bathroom,https://www.airbnb.com/rooms/50618427,,49.23521,-123.11107,113.0,Private room,4.72
Commercial Drive modern character 1bed+bath,https://www.airbnb.com/rooms/51195391,"Vancouver, British Columbia, Canada",49.26571,-123.05677,139.0,Private room,4.87
Cozy room with shared bathroom near UBC,https://www.airbnb.com/rooms/51271006,"Vancouver, British Columbia, Canada",49.26323,-123.2045,129.0,Private room,4.93
Lovely room in the heart of downtown.,https://www.airbnb.com/rooms/51485574,,49.27846,-123.13406,143.0,Private room,4.98
Master bedroom with bath - 3 mins walk to Skytrain,https://www.airbnb.com/rooms/51488179,"Vancouver, British Columbia, Canada",49.25144,-123.05394,125.0,Private room,4.62
"Brand-new modern suite, 5* location",https://www.airbnb.com/rooms/51751196,"Vancouver, British Columbia, Canada",49.269785,-123.0641753,147.0,Private room,5.0
19-5-9 Private room Convenient to Downtown,https://www.airbnb.com/rooms/51790549,,49.25322,-123.09193,130.0,Private room,4.0
one bedroom in central Vancouver. (lady only),https://www.airbnb.com/rooms/52028010,,49.23614,-123.0482,104.0,Private room,4.71
Stunning and cosy new suite with private room&bath,https://www.airbnb.com/rooms/52151125,"Vancouver, British Columbia, Canada",49.24245,-123.14458,189.0,Private room,4.6
Brand new suite with stunning private room&bath,https://www.airbnb.com/rooms/52171924,"Vancouver, British Columbia, Canada",49.24234,-123.14294,189.0,Private room,4.63
Spacious Brand new suite with private bed and bath,https://www.airbnb.com/rooms/52172651,"Vancouver, British Columbia, Canada",49.24278,-123.1436,189.0,Private room,4.8
Room for rent in Kitsilano with private patio,https://www.airbnb.com/rooms/52266281,,49.27048,-123.15568,107.0,Private room,5.0
Near Skytrain and park Vancouver,https://www.airbnb.com/rooms/52270665,"Vancouver, British Columbia, Canada",49.23571,-123.11289,175.0,Private room,5.0
Introvert’s Retreat - OG Airbnb Private Room,https://www.airbnb.com/rooms/52474696,,49.23443,-123.10095,137.0,Private room,4.95
Welcoming 1-bedroom and free parking at UBC campus,https://www.airbnb.com/rooms/52602633,,49.26367,-123.23587,199.0,Private room,4.89
"Room Butterfly, direct sunshine and ensuite bath",https://www.airbnb.com/rooms/52706178,"Vancouver, British Columbia, Canada",49.26004,-123.183,109.0,Private room,5.0
Kits 2nd Ave. *NEWLY Renovated home* 1 Bedroom,https://www.airbnb.com/rooms/52805065,"Vancouver, British Columbia, Canada",49.27111,-123.16437,150.0,Private room,5.0
Tiny comfy room with double bed near Brentwood,https://www.airbnb.com/rooms/52907686,"Burnaby, British Columbia, Canada",49.27396,-123.01895,103.0,Private room,4.3
Cozy Hotel-Style Suite in the Heart of Vancouver,https://www.airbnb.com/rooms/53112643,"Vancouver, British Columbia, Canada",49.26244,-123.14222,126.0,Private room,4.79
Private Room in Vancouver,https://www.airbnb.com/rooms/53262299,,49.2628213184724,-123.08710798783572,140.0,Private room,4.93
Lovely private 1-bedroom  close to sky train.,https://www.airbnb.com/rooms/53423327,,49.22478,-123.01061,100.0,Private room,4.37
✨Master Bedroom in the heart of Downtown Vancouver,https://www.airbnb.com/rooms/53601785,,49.28021,-123.1078,150.0,Private room,4.41
**NEW & Mordern**Private 2 bst bedroom suite,https://www.airbnb.com/rooms/53644738,,49.23582,-123.04613,128.0,Private room,4.68
Spacious bedroom in a Kits/South Granville suite,https://www.airbnb.com/rooms/53740950,,49.26236,-123.14082,120.0,Private room,5.0
Adorable New 1 Bedroom Studio Suite + free parking,https://www.airbnb.com/rooms/53953082,,49.2409,-123.04883,180.0,Private room,5.0
19-10 Private room convenience to downtown,https://www.airbnb.com/rooms/54003576,,49.25491,-123.09018,109.0,Private room,3.5
Two Bedroom Suite with  W/D & Swimming Pool Access,https://www.airbnb.com/rooms/54056174,,49.2785,-123.12709,170.0,Private room,
Private Bedroom in Luxury Downtown 2bdr Condo,https://www.airbnb.com/rooms/54194548,"Vancouver, British Columbia, Canada",49.28225,-123.12449,178.0,Private room,4.89
"Bright gem, ocean view ensuite room in Kitslano",https://www.airbnb.com/rooms/54217464,"Vancouver, British Columbia, Canada",49.25936,-123.18241,113.0,Private room,5.0
Centralpark New Home,https://www.airbnb.com/rooms/54366874,"Burnaby, British Columbia, Canada",49.2398,-123.01872,164.0,Private room,4.71
Modern Master Bedroom in Downtown / Coal Harbor,https://www.airbnb.com/rooms/537282821502227729,,49.28621,-123.1235,132.0,Private room,4.63
Modern Bedroom in the heart of Downtown Vancouver,https://www.airbnb.com/rooms/538075693317179216,,49.28623,-123.12309,130.0,Private room,4.93
Beautiful guest room in Kitsilano character home,https://www.airbnb.com/rooms/570291023195322066,,49.26746,-123.1728,150.0,Private room,5.0
Adorable studio guest suite with free parking,https://www.airbnb.com/rooms/570297645185348471,,49.28265,-123.02794,151.0,Private room,4.97
Cosy 2 Bedroom house in Vancouver West,https://www.airbnb.com/rooms/575552289903756274,"Vancouver, British Columbia, Canada",49.23548,-123.18947,188.0,Private room,4.75
Specious and cozy room with private bathroom.,https://www.airbnb.com/rooms/576965247939032754,"Vancouver, British Columbia, Canada",49.26359618335927,-123.0356932540798,157.0,Private room,4.14
Amazing private room,https://www.airbnb.com/rooms/590614129932350165,"Vancouver, British Columbia, Canada",49.27333,-123.12155,100.0,Private room,4.75
Modern private space in the heart of Kitsilano,https://www.airbnb.com/rooms/594307476176384716,"Vancouver, British Columbia, Canada",49.25846,-123.15491,171.0,Private room,4.87
J-1 Private room 5 min walk to skytrain Vancouver,https://www.airbnb.com/rooms/598617700203505544,,49.24109,-123.03173,109.0,Private room,3.5
Vancouver West “Oak Garden Suite”,https://www.airbnb.com/rooms/598801087542742116,"Vancouver, British Columbia, Canada",49.22413,-123.12996,181.0,Private room,4.67
Bright Modern-Industrial Private Room with Ensuite,https://www.airbnb.com/rooms/599252074324243772,"Vancouver, British Columbia, Canada",49.27873,-123.10688,196.0,Private room,5.0
Lovely private room and private bathroom,https://www.airbnb.com/rooms/599650956857897310,,49.23575,-123.0208,106.0,Private room,5.0
Cozy Private Room  East Vancouver,https://www.airbnb.com/rooms/600748206626760906,"Vancouver, British Columbia, Canada",49.27515,-123.05531,120.0,Private room,4.59
Shared home with backyard & patio on Main Street,https://www.airbnb.com/rooms/602154066182833086,,49.23459,-123.10079,118.0,Private room,4.92
19-3 Private room 20 min to downtown by bus,https://www.airbnb.com/rooms/605625281207889830,,49.25449,-123.09163,111.0,Private room,4.8
Queen Elizabeth Home,https://www.airbnb.com/rooms/607366192358594013,,49.23594,-123.1093,100.0,Private room,4.55
J-2 Private room 5min walk to skytrain Vancouver,https://www.airbnb.com/rooms/608141249789932899,,49.23923,-123.03042,130.0,Private room,4.38
*City Scapes by the Ocean*,https://www.airbnb.com/rooms/608276394453924583,"Vancouver, British Columbia, Canada",49.27168949426692,-123.12121886323996,168.0,Private room,5.0
J-2 Private room 5min walk to skytrain Vancouver,https://www.airbnb.com/rooms/608676615503231187,,49.24109,-123.03156,110.0,Private room,4.4
19-6 Private room 20 min to downtown by bus,https://www.airbnb.com/rooms/608753736717812543,,49.25338,-123.09194,113.0,Private room,4.2
Queen Elizabeth Home,https://www.airbnb.com/rooms/611129104198757529,,49.23588,-123.10718,140.0,Private room,4.83
溫哥華西区豪華套房一大双人床独立卫生間,https://www.airbnb.com/rooms/612389983528813811,"Vancouver, British Columbia, Canada",49.23531022953336,-123.10874204058835,171.0,Private room,4.67
Queen Elizabeth Home,https://www.airbnb.com/rooms/612408291037743174,,49.23679,-123.10756,100.0,Private room,4.6
*Pacific Coast Private Room*,https://www.airbnb.com/rooms/613278930388587968,"Vancouver, British Columbia, Canada",49.27337562474194,-123.12169564273788,185.0,Private room,4.86
Queen Elizabeth Home,https://www.airbnb.com/rooms/613923671093496300,,49.2353,-123.10943,130.0,Private room,4.86
温哥华西区女皇公园旁宽敞舒适2个单间,https://www.airbnb.com/rooms/613958578491089234,"Vancouver, British Columbia, Canada",49.2368,-123.10898,193.0,Private room,4.6
"Seconds from beach, in the city!",https://www.airbnb.com/rooms/616116341941764315,"Vancouver, British Columbia, Canada",49.28776,-123.13944,130.0,Private room,4.88
"1 Bedroom, 1 Bath, 1 Sofa Bed w/ Private Entrance",https://www.airbnb.com/rooms/618309038300435402,,49.23386,-123.18912,136.0,Private room,4.89
Private Bedroom in shared house - Mount Pleasant,https://www.airbnb.com/rooms/619479926602057384,"Vancouver, British Columbia, Canada",49.25219,-123.09445,151.0,Private room,5.0
Sweet Work-Study-Bedroom in Lux 4 bed 3 bath House,https://www.airbnb.com/rooms/621658152632310947,,49.24922876378345,-123.0370724603142,108.0,Private room,
Queen Bedroom+ Den nears UBC,https://www.airbnb.com/rooms/622007072841584603,,49.24433,-123.19551,141.0,Private room,4.7
Comfy room with shared bathroom near UBC,https://www.airbnb.com/rooms/623829111127651992,"Vancouver, British Columbia, Canada",49.26263,-123.203506,116.0,Private room,4.89
"Private room Dt,  in a shared accommodation unit.",https://www.airbnb.com/rooms/624185459304160036,,49.28384,-123.09522,136.0,Private room,4.15
Large bedroom in Japantown,https://www.airbnb.com/rooms/624185502046235049,,49.2821,-123.09687,140.0,Private room,3.62
Private Luxurious Room Private Bath (Ladies Only),https://www.airbnb.com/rooms/624652822501750219,"Vancouver, British Columbia, Canada",49.253864,-123.166832,150.0,Private room,4.94
Garden view suite nears UBC,https://www.airbnb.com/rooms/624686706442345887,,49.24349,-123.19542,141.0,Private room,4.78
Cozy and Clean 3 Bedroom Garden Suite in Dunbar,https://www.airbnb.com/rooms/625353967845868184,"Vancouver, British Columbia, Canada",49.24372,-123.18279,200.0,Private room,4.8
Modern Master Bedroom in Downton Coal Harbor,https://www.airbnb.com/rooms/629184820595960637,,49.28652,-123.12268,160.0,Private room,5.0
Private Room with Sink + Free Laundry,https://www.airbnb.com/rooms/629646595967645548,,49.2767,-123.02491,106.0,Private room,4.92
Marpole Garden Suite,https://www.airbnb.com/rooms/635200856013374693,,49.21524785383963,-123.13713803887366,100.0,Private room,4.92
✨Private Bedroom in Downtown Vancouver,https://www.airbnb.com/rooms/636202390148731108,,49.27876,-123.10951,111.0,Private room,4.37
Private convenient rooms for rental near downtown,https://www.airbnb.com/rooms/637671951312040103,"Vancouver, British Columbia, Canada",49.28228759765625,-123.0898895263672,103.0,Private room,4.68
Cozy Room in the heart of Downtown Vancouer,https://www.airbnb.com/rooms/638032719591718955,,49.27927,-123.121,159.0,Private room,4.71
J Master room with ensuite full bathroom skytrain,https://www.airbnb.com/rooms/638341601065489058,,49.24128,-123.03013,117.0,Private room,
J-M master room with en-suite bathroom skytrain,https://www.airbnb.com/rooms/638582603797960709,,49.23955,-123.03171,114.0,Private room,3.5
Private Room in Vancouver,https://www.airbnb.com/rooms/638683001952068231,,49.218624,-123.076698,110.0,Private room,
J-1-1 Private room 4 min walk to skytrainVancouver,https://www.airbnb.com/rooms/639840232384809044,,49.24125,-123.02981,108.0,Private room,5.0
Clean and Modern one bedroom room with ensuite .,https://www.airbnb.com/rooms/642836717808236469,,49.28308,-123.13228,125.0,Private room,
温西豪宅配备独立卫生间的宽敞独立套房,https://www.airbnb.com/rooms/644157505216274147,,49.23174810489064,-123.13254044273786,121.0,Private room,5.0
温西豪宅配备按摩浴缸的欢乐舒适别墅,https://www.airbnb.com/rooms/644161046470476635,"Vancouver, British Columbia, Canada",49.23326650160033,-123.1305838209207,138.0,Private room,4.89
Quiet and lovely home,https://www.airbnb.com/rooms/645959609431738719,"Vancouver, British Columbia, Canada",49.25399,-123.17905,100.0,Private room,4.42
Sweet home,https://www.airbnb.com/rooms/648458125746471298,"Vancouver, British Columbia, Canada",49.25229,-123.1806,110.0,Private room,4.55
1-bedroom shared unit Mt. Pleasant Vancouver,https://www.airbnb.com/rooms/652107134102037633,,49.259543114546176,-123.08280968636598,121.0,Private room,4.87
Master Bedroom with private bathroom in Downtown,https://www.airbnb.com/rooms/654668434867588387,"Vancouver, British Columbia, Canada",49.2738747,-123.1250692,106.0,Private room,
Quiet private room in a great location with view!,https://www.airbnb.com/rooms/655872917192898775,"Vancouver, British Columbia, Canada",49.27948044444684,-123.13650590317584,180.0,Private room,5.0
Modern & Cozy  2 bedroom in Heart of East Van,https://www.airbnb.com/rooms/656093243302306911,"Vancouver, British Columbia, Canada",49.25469249551048,-123.0558320970136,177.0,Private room,5.0
Private Bedroom w/Private Bathroom in Happy Home!,https://www.airbnb.com/rooms/656453242371516416,"Vancouver, British Columbia, Canada",49.22815,-123.03142,141.0,Private room,4.33
Luxury - Large Private room w/ Private bathroom!,https://www.airbnb.com/rooms/656470340717898517,"Vancouver, British Columbia, Canada",49.227844055749095,-123.03208783914704,145.0,Private room,
J-3 Private room 5min walk to skytrain Vancouver,https://www.airbnb.com/rooms/657186148408666721,,49.23938687058085,-123.03143612043124,100.0,Private room,4.33
J-3 Private room 4min walk to Skytrain Vancouver,https://www.airbnb.com/rooms/658620353269052287,,49.2411509738628,-123.0318603579407,103.0,Private room,3.0
19-2 Private room Convenient to downtown,https://www.airbnb.com/rooms/659313690069695360,,49.25300116694412,-123.0912570432936,110.0,Private room,5.0
Luxury A/C Master Bedroom & Private Full Bathroom,https://www.airbnb.com/rooms/659315626983169370,"Burnaby, British Columbia, Canada",49.22430604546089,-123.0057166818691,178.0,Private room,
Guest Bedroom w/ ensuite; charming neighbourhood,https://www.airbnb.com/rooms/659677271055171769,,49.2592504161742,-123.08357931607804,140.0,Private room,5.0
Unit A - Private room close to Airport &DT,https://www.airbnb.com/rooms/660146447257335823,,49.23575399607195,-123.17190756944422,125.0,Private room,4.6
Bright 3-bedroom suite,https://www.airbnb.com/rooms/662443625058615224,,49.213663974584,-123.06497939302464,180.0,Private room,5.0
A cozy private room with mountain view,https://www.airbnb.com/rooms/663371518290328437,"Vancouver, British Columbia, Canada",49.2595535,-123.0884002,115.0,Private room,5.0
Lovely private 1 bdrm condo with River View,https://www.airbnb.com/rooms/663757651495661645,"Burnaby, British Columbia, Canada",49.20694163164176,-123.02251072023368,164.0,Private room,
19-7 Private room 20min to downtown by bus,https://www.airbnb.com/rooms/665801279242301772,,49.25506945501144,-123.09116055594748,102.0,Private room,3.75
"1 room w full bathroom, central, skytrain, view",https://www.airbnb.com/rooms/665957723463276630,,49.2659646,-123.0081502,175.0,Private room,5.0
Private room @ Sheraton Wall Centre,https://www.airbnb.com/rooms/666884609678676416,"Vancouver, British Columbia, Canada",49.27975919291697,-123.12654666602612,175.0,Private room,4.88
Unit C - Cheerful 1 BR close to DT/Airport/UBC,https://www.airbnb.com/rooms/668711050707745998,,49.23541660040981,-123.17350009100572,113.0,Private room,4.6
Spacious & Private 1 bedroom w/ parking Metrotown,https://www.airbnb.com/rooms/669128579181820598,,49.23466193959965,-123.0146795106054,107.0,Private room,5.0
GIANT & Private room w/ parking & park Metrotown,https://www.airbnb.com/rooms/669164016362094849,,49.236253427463865,-123.01456830599514,115.0,Private room,4.5
My Memorable & Cozy Home,https://www.airbnb.com/rooms/669244567997300709,,49.23497528318246,-123.04711170467036,183.0,Private room,4.75
Big & Private 1 Bedroom w/ parking Metrotown,https://www.airbnb.com/rooms/669475527818006088,,49.23645032279929,-123.0131829167164,110.0,Private room,5.0
Private room and bathroom in a 2 bed condo,https://www.airbnb.com/rooms/669486994905829277,,49.25569601033651,-123.11640783907986,123.0,Private room,
Luxurious master bedroom,https://www.airbnb.com/rooms/671560759571112111,"Vancouver, British Columbia, Canada",49.2233513,-123.0348947,128.0,Private room,5.0
AMA’s home,https://www.airbnb.com/rooms/672148569015002696,"Vancouver, British Columbia, Canada",49.24055944029646,-123.16493191614944,153.0,Private room,4.64
COMFY & COZY PRIVATE BR BY TRANSIT & FREE PARKING,https://www.airbnb.com/rooms/672426851561878094,"Vancouver, British Columbia, Canada",49.24562793493087,-123.03349938994126,135.0,Private room,5.0
1 Private room Convenience to downtown,https://www.airbnb.com/rooms/673109261326357665,,49.25485,-123.09029,117.0,Private room,
"Private Room, Private Bath & Prime Location",https://www.airbnb.com/rooms/673455766485201850,,49.29174687681299,-123.1310682719018,175.0,Private room,
New 8 min to Sky-train Private Bedroom & Bathroom,https://www.airbnb.com/rooms/673499609919730993,,49.25036,-123.05209,158.0,Private room,
Lovely bedroom in the Heart of Downtown Vancouver,https://www.airbnb.com/rooms/674211073922345531,,49.28163242875141,-123.11182238335796,177.0,Private room,
2 Private room Convenience to downtown,https://www.airbnb.com/rooms/674583744533525435,,49.25330290667928,-123.09014669039466,106.0,Private room,3.0
"Quiet Master Bdrm/24hr Pool, gym, hottub, sauna",https://www.airbnb.com/rooms/676032918518674877,,49.27793,-123.12089,144.0,Private room,
one bedroom suite with a patio,https://www.airbnb.com/rooms/679042188518315058,"Vancouver, British Columbia, Canada",49.27842079133943,-123.04203495327036,200.0,Private room,5.0
🌻Bright room 🏖 7 min from Beaches&Park-FreePRKG,https://www.airbnb.com/rooms/679616353359735557,"Vancouver, British Columbia, Canada",49.27993964632964,-123.12979425451046,174.0,Private room,5.0
Super value room  with pool access,https://www.airbnb.com/rooms/681764885431307439,,49.2610420009525,-123.16210791935003,111.0,Private room,4.9
Comfortable clean private room with pool access,https://www.airbnb.com/rooms/681792308848090569,,49.25885,-123.1616,126.0,Private room,4.7
Spacious private bedroom in a shared house!,https://www.airbnb.com/rooms/683703486433181605,"Vancouver, British Columbia, Canada",49.24109929999999,-123.0760564,101.0,Private room,4.91
Private bedroom with balcony in Vancouver,https://www.airbnb.com/rooms/686244823935301389,,49.2234524349198,-123.09456104064988,149.0,Private room,
Just listed-Adorable Private Studio Suite in E Van,https://www.airbnb.com/rooms/686300114488054568,"Vancouver, British Columbia, Canada",49.23051824186359,-123.05664393197434,100.0,Private room,5.0
"King bed, priv. bathroom. Skytrain, and a view!",https://www.airbnb.com/rooms/688016975256527997,"Vancouver, British Columbia, Canada",49.24639361994822,-123.11882394753609,189.0,Private room,5.0
"Queen bed - private bathroom, great view!",https://www.airbnb.com/rooms/688456281127863749,"Vancouver, British Columbia, Canada",49.2471030329904,-123.1165661193937,166.0,Private room,5.0
Comfy bedroom in great house 5 min to skytrain,https://www.airbnb.com/rooms/688472373921047356,"Vancouver, British Columbia, Canada",49.24573348449617,-123.12015953615148,112.0,Private room,5.0
Comfy room: 3 Bee Sisters Apiary Central Vancouver,https://www.airbnb.com/rooms/690044156631079111,"Vancouver, British Columbia, Canada",49.25688640583008,-123.1250534818293,125.0,Private room,
Cozy 2 bedroom Private Suite at lower level.,https://www.airbnb.com/rooms/693091304107334486,"Burnaby, British Columbia, Canada",49.274681405841015,-123.00683074788516,169.0,Private room,5.0
3 Private room convenience to downtown,https://www.airbnb.com/rooms/694214188219256838,,49.25312,-123.09048,106.0,Private room,
R-2 Private room near skytrain easy to downtown,https://www.airbnb.com/rooms/694831976217920646,,49.258428479120944,-123.07893259560748,100.0,Private room,5.0
M- private room convenience to downtown Vancouver,https://www.airbnb.com/rooms/694875479872586956,,49.25481373037725,-123.0901156208044,115.0,Private room,
R-3 Private room near skytrain easy to downtown,https://www.airbnb.com/rooms/695655934661592330,,49.25860993075735,-123.08035547702085,100.0,Private room,
Private bedroom on ground floor of Vancouver house,https://www.airbnb.com/rooms/695867973113204163,,49.21043119809086,-123.06235967520948,179.0,Private room,
Comfortable Single bed with en-suite,https://www.airbnb.com/rooms/696702222183409636,,49.23639945162843,-123.08744261002911,200.0,Private room,5.0
Bamboo beautiful cheerful 1-bedroom home,https://www.airbnb.com/rooms/697932297100838893,"Vancouver, British Columbia, Canada",49.2313049,-123.190061,177.0,Private room,5.0
"2 Neocolonial Nouveau Rms,Priv Bath,Shared Commons",https://www.airbnb.com/rooms/699756043821110979,"Vancouver, British Columbia, Canada",49.24344439999999,-123.0798252,199.0,Private room,
Lily beautiful cheerful 1-bedroom home,https://www.airbnb.com/rooms/700310831546623585,,49.23040529404393,-123.1910612979885,156.0,Private room,
cosy 1 bedroom with a private balcony and bathroom,https://www.airbnb.com/rooms/700651983483480322,"Burnaby, British Columbia, Canada",49.2682092182027,-123.01287662803428,105.0,Private room,5.0
Cozy room in West Point Grey house,https://www.airbnb.com/rooms/700738989511321204,"Vancouver, British Columbia, Canada",49.25975236268075,-123.18793258534996,111.0,Private room,5.0
Close to Metrotown and BCIT 豪华别墅内有单间一米五床外加沙发床可住三人,https://www.airbnb.com/rooms/700798812431147052,,49.24120656914896,-123.00863549853304,101.0,Private room,4.67
Large 1-bedroom in Vancouver; Close to Transit!,https://www.airbnb.com/rooms/701091476678730784,,49.22920019113711,-123.05687052850124,120.0,Private room,
Beautiful Private Bedroom with Ensuite Bathroom,https://www.airbnb.com/rooms/701357176309257245,,49.24960733368612,-123.09072482707846,149.0,Private room,
Super value room in Point Grey house,https://www.airbnb.com/rooms/702858237748007239,"Vancouver, British Columbia, Canada",49.2600826,-123.1869131,131.0,Private room,
Spacious living room. 2BDR.,https://www.airbnb.com/rooms/703584580602571042,,49.224957417217645,-123.15062903402846,199.0,Private room,
Basement ensuite w/essential modern design element,https://www.airbnb.com/rooms/704486814555924955,,49.212925,-123.138268,139.0,Private room,5.0
1 Bedroom Spacious Apartment,https://www.airbnb.com/rooms/704723780480081587,,49.27724712017413,-123.1295342572979,160.0,Private room,
Private Bedroom at Central Safe Location Near Park,https://www.airbnb.com/rooms/705215402905731006,"Vancouver, British Columbia, Canada",49.291418191608,-123.13644327570756,150.0,Private room,
Cheerful 1-bedroom in Shared House,https://www.airbnb.com/rooms/706107182606504368,"Vancouver, British Columbia, Canada",49.2203821,-123.1015606,116.0,Private room,
Lovely small one bedroom with shared amenities,https://www.airbnb.com/rooms/706435210940684967,,49.28319914352487,-123.11616919934752,158.0,Private room,5.0
Private bdrm on ground floor of Vancouver house,https://www.airbnb.com/rooms/706811708045741365,,49.21007811319215,-123.06124083020865,179.0,Private room,4.0
Private bedroom in spacious home,https://www.airbnb.com/rooms/706946728302748089,"Vancouver, British Columbia, Canada",49.22092069055039,-123.10041378525204,113.0,Private room,
Master bedroom with private bathroom,https://www.airbnb.com/rooms/706947562038547748,"Vancouver, British Columbia, Canada",49.22150683236189,-123.10119046317334,189.0,Private room,5.0
Cozy 1-bedroom in spacious house,https://www.airbnb.com/rooms/706968485848965837,,49.21923285149288,-123.10194341729994,109.0,Private room,5.0
1-bedroom in Main St,https://www.airbnb.com/rooms/706971892393689529,,49.22094979011044,-123.10090737512746,109.0,Private room,
Master bedroom with en suite bathroom,https://www.airbnb.com/rooms/708104596237345222,,49.24058837980896,-123.0092670215658,110.0,Private room,5.0
Private bed/bath with 2nd floor patio in Van house,https://www.airbnb.com/rooms/709626476157063484,,49.208643599943535,-123.06312129436,159.0,Private room,
Large Group Luxury BR Close to Airport&DT,https://www.airbnb.com/rooms/710245718280397821,,49.2097407,-123.1453799,105.0,Private room,
Private bed/bath with small patio in Van house,https://www.airbnb.com/rooms/710774393941207598,,49.20823666043821,-123.06131071619554,159.0,Private room,
Master Bedroom with Private Bathroom in Yaletown,https://www.airbnb.com/rooms/711908882319965486,,49.27695569331511,-123.12491305774608,174.0,Private room,
