lat,lon,amenity,tags,name,category
49.2271279,-122.994661,restaurant,"{'addr:province': 'BC', 'website': 'https://www.daejifood.com/', 'addr:housenumber': '4883', 'phone': '+1-778-379-3088', 'opening_hours': 'Mo-Sa 11:30-23:30; Su 12:00-21:00', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}",Dae-Ji Cutlet House,food
49.2280713,-122.997509,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '4755', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}",Happy Lamb Hot Pot,food
49.2300571,-123.003696,restaurant,"{'website': 'https://dinesty.ca/our-locations/burnaby-kingsway/', 'addr:housenumber': '4501', 'phone': '+1-604-439-0009', 'opening_hours': 'Mo-Su 11:00-14:00, 17:00-20:15', 'cuisine': 'chinese', 'addr:street': 'Kingsway', 'name:zh-Hans': '聚', 'addr:unit': '104', 'addr:city': 'Burnaby'}",Dinesty Dumpling House,food
49.2316909,-123.00871,restaurant,"{'website': 'https://www.ramiesgreekrestaurant.com/', 'addr:housenumber': '4287', 'addr:street': 'Kingsway', 'phone': '+1-604-454-0199', 'addr:city': 'Burnaby'}",Ramie's Greek Restaurant,food
49.2318234,-123.0090888,restaurant,"{'brand:wikidata': 'Q191615', 'delivery': 'yes', 'website': 'https://www.pizzahut.ca/store-details/store-R31127/%231-4287-Kingsway-Burnaby-Pizza-Hut', 'brand:wikipedia': 'en:Pizza Hut', 'cuisine': 'pizza', 'takeaway': 'yes', 'addr:unit': '1', 'addr:city': 'Burnaby', 'addr:housenumber': '4287', 'phone': '+1-604-437-6541', 'opening_hours': 'Mo-Th 11:00-23:00; Fr 12:00-24:00; Sa 11:00-24:00; Su 11:00-24:00', 'addr:street': 'Kingsway', 'brand': 'Pizza Hut'}",Pizza Hut,food
49.2313081,-123.008923,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '4300', 'opening_hours': 'Mo-Su 11:00-23:30', 'addr:street': 'Kingsway', 'addr:unit': '1', 'addr:city': 'Burnaby'}",Bubble World,food
49.2313875,-123.009081,restaurant,"{'addr:province': 'BC', 'opening_hours': 'Mo-Su 11:00-02:00', 'addr:housenumber': '4250', 'addr:street': 'Kingsway', 'addr:city': 'Burnaby'}",Pho 24 Express,food
49.1922303,-123.0924535,restaurant,"{'addr:housenumber': '11911', 'addr:street': 'Bridgeport Road', 'addr:unit': '101', 'addr:city': 'Richmond'}",Cafe Loyal,food
49.1922386,-123.0923067,restaurant,"{'addr:housenumber': '11911', 'addr:street': 'Bridgeport Road', 'addr:city': 'Richmond'}",Pho Japolo,food
49.0911615,-122.9565578,fast_food,"{'cuisine': 'burger', 'drive_through': 'yes'}",Triple O's,food
49.0920471,-122.9575687,cafe,"{'brand:wikidata': 'Q175106', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Tim Hortons', 'brand:wikipedia': 'en:Tim Hortons'}",Tim Hortons,food
49.2685718,-123.104526,cafe,"{'opening_hours': 'Mo-Fr 8:00-5:00; Sa 08:00-14:00', 'website': 'https://www.argocafe.ca/', 'addr:housenumber': '1836', 'addr:street': 'Ontario Street', 'phone': '+1-604-876-3620'}",Argo Cafe,food
49.2672519,-123.1033949,pub,"{'opening_hours': 'Su-Tu 11:00-23:00; We-Sa 11:00-00:00', 'website': 'https://www.randbbrewing.com/alehouse', 'phone': '+1-604-336-0275', 'addr:city': 'Vancouver'}",R & B Ale & Pizza House,food
49.2665754,-123.103744,restaurant,"{'website': 'https://www.peacefulrestaurant.com/', 'addr:housenumber': '43', 'phone': '+1-604-559-9511', 'opening_hours': 'Su-Th 11:00-21:30; Fr-Sa 11:00-22:00', 'cuisine': 'chinese', 'addr:street': 'East 5th Avenue', 'addr:city': 'Vancouver'}",Peaceful Restaurant,food
49.2352765,-123.1157382,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '5504', 'brand:wikipedia': 'en:Starbucks', 'name:fr': 'Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Cambie Street', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:city': 'Vancouver'}",Starbucks,food
49.184369,-122.9507625,fast_food,"{'cuisine': 'pizza', 'takeaway': 'yes'}",Queensboro Pizza,food
49.2787084,-122.8066737,fast_food,"{'brand:wikidata': 'Q839466', 'brand:wikipedia': ""en:Domino's Pizza"", 'cuisine': 'pizza', 'name:en': ""Domino's Pizza"", 'takeaway': 'yes', 'brand': ""Domino's""}",Domino's,food
49.2798592,-122.7997004,restaurant,"{'cuisine': 'diner;breakfast;grill;american', 'name:en': ""Ricky's Bar & Grill"", 'internet_access': 'wlan', 'addr:city': 'Coquitlam'}",Ricky's Bar & Grill,food
49.2785219,-122.8142905,restaurant,"{'wheelchair': 'yes', 'cuisine': 'american;breakfast;burger;diner', 'name:en': 'Coquitlam Grill', 'internet_access': 'wlan'}",Coquitlam Grill,food
49.2565154,-122.7481768,restaurant,"{'addr:housenumber': '2325', 'internet_access': 'wlan', 'cuisine': 'sushi', 'addr:street': 'Ottawa Street', 'addr:unit': '400', 'addr:city': 'Port Coquitlam'}",Poco Sushi,food
49.2785872,-122.851026,pub,"{'addr:province': 'BC', 'website': 'http://www.theparksidebrewery.com/tasting-room/', 'addr:housenumber': '2731', 'shop': 'alcohol', 'microbrewery': 'yes', 'phone': '+1-604-492-2731', 'opening_hours': 'Su-Mo 12:00-22:00; Tu-Sa 12:00-23:00', 'outdoor_seating': 'yes', 'addr:street': 'Murray Street', 'email': 'info@theparksidebrewery.com', 'addr:city': 'Port Moody'}",The Parkside Brewery,food
49.2601826,-123.0056472,fast_food,"{'brand:wikidata': 'Q38076', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's,food
49.265883,-123.024278,fast_food,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'addr:housenumber': '3695', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Lougheed Highway', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's,food
49.3721579,-123.098807,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '6400', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Nancy Greene Way', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks,food
49.3810218,-123.0791455,fast_food,"{'cuisine': 'pastry', 'smoking': 'no'}",Beaver Tails,food
49.2684891,-123.258088,pub,"{'opening_hours': 'Mo-Fr 11:30-01:00', 'website': 'https://www.koerners.ca/', 'addr:housenumber': '6371', 'addr:street': 'Crescent Road', 'phone': '+1-604-827-1443'}",Koerner's Pub,food
49.2635825,-123.1288364,cafe,{'opening_hours': 'Mo-Fr 06:00-24:00; Sa-Su 08:00-22:00'},Waves,food
49.1401463,-123.137885,fast_food,"{'brand:wikidata': 'Q244457', 'cuisine': 'sandwich', 'takeaway': 'yes', 'brand': 'Subway', 'brand:wikipedia': 'en:Subway (restaurant)'}",Subway,food
49.2687109,-123.1186399,pub,{'addr:housenumber': '610'},The Wicklow Pub,food
49.2821452,-123.0762115,bar,"{'website': 'http://www.callisterbrewing.com/', 'addr:housenumber': '1338', 'shop': 'alcohol', 'phone': '+1-604-569-2739', 'opening_hours': 'Mo-Th 14:00-21:00; Fr 14:00-22:00,09:00-18:00; Sa 13:00-22:00; Su 13:00-20:00', 'outdoor_seating': 'no', 'addr:street': 'Franklin Street', 'addr:postcode': 'V5L 1N9', 'email': 'info@callisterbrewing.com', 'addr:city': 'Vancouver'}",Callister Tasting Room,food
49.2833626,-123.0757512,bar,"{'opening_hours': 'Mo-Th 14:00-21:00; Fr-Sa 12:00-22:00; Su 12:00-21:00', 'website': 'https://www.powellbeer.com/', 'shop': 'alcohol', 'email': 'tim@powellbeer.com', 'addr:city': 'Vancouver'}",Powell Brewery Tasting Room,food
49.2821191,-123.133662,restaurant,"{'addr:province': 'BC', 'opening_hours': 'Mo-Su 12:00-22:00', 'addr:housenumber': '1231', 'addr:street': 'Davie Street', 'addr:city': 'Vancouver'}",NeNe Chicken,food
49.2814778,-123.133602,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1220', 'addr:street': 'Bute Street', 'addr:city': 'Vancouver'}",The Italians,food
49.2094419,-123.1161616,pub,"{'website': 'http://dublincrossingvancouver.com/', 'addr:housenumber': '466', 'phone': '+1-604-428-8577', 'outdoor_seating': 'yes', 'addr:street': 'SW Marine Drive', 'addr:postcode': 'V5X 0C4', 'addr:city': 'Vancouver'}",Dublin Crossing Irish Pub,food
49.0408954,-122.2698339,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'addr:housenumber': '2140', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'addr:street': 'Sumas Way', 'takeaway': 'yes', 'brand': 'Starbucks', 'addr:postcode': 'V2S 2C7', 'addr:unit': '403'}",Starbucks,food
49.268662,-123.10451,bar,"{'website': 'https://www.facultybrewing.com/', 'addr:housenumber': '1830', 'shop': 'alcohol', 'phone': '+1-778-819-6794', 'opening_hours': 'Mo-Fr 14:00-23:00; Sa-Su 11:00-23:00', 'brewery': 'yes', 'outdoor_seating': 'no', 'addr:street': 'Ontario Street', 'addr:postcode': 'V5T 2W6', 'email': 'hola@facultybrewing.com', 'addr:city': 'Vancouver'}",Faculty Brewing,food
49.2657244,-123.2430971,fast_food,{'cuisine': 'mexican'},Red Burrito,food
49.2661113,-123.2420861,fast_food,"{'brand:wikidata': 'Q7757289', 'cuisine': 'pita', 'takeaway': 'yes', 'brand': 'Pita Pit', 'brand:wikipedia': 'en:Pita Pit'}",Pita Pit,food
49.2660115,-123.2423353,cafe,{},Only U Cafe,food
49.291387,-123.135016,restaurant,"{'addr:province': 'BC', 'website': 'https://www.bananaleaf-vancouver.com/', 'addr:housenumber': '1779', 'phone': '+1-604-569-3363', 'opening_hours': 'Mo-Su 11:30-10:00', 'cuisine': 'malaysian', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1M5', 'addr:city': 'Vancouver'}",Banana Leaf,food
49.2907725,-123.134078,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1719', 'opening_hours': 'Mo-Su 11:00-14:30, Su-Th 17:00-20:30, Fr,Sa 17:00-21:15', 'cuisine': 'chinese;asian', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",Dinesty Dumpling House,food
49.2906218,-123.133851,fast_food,"{'brand:wikidata': 'Q38076', 'addr:province': 'BC', 'addr:housenumber': '1701', 'internet_access': 'wlan', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': ""McDonald's"", 'addr:city': 'Vancouver'}",McDonald's,food
49.2623182,-123.0884901,restaurant,"{'addr:housenumber': '720', 'phone': '+1-604-875-0999', 'cuisine': 'vietnamese', 'addr:street': 'East Broadway', 'addr:postcode': 'V5T 1Y2', 'addr:city': 'Vancouver'}",Nha Trang Restaurant,food
49.3264332,-123.1392875,restaurant,"{'brand:wikidata': 'Q7995414', 'cuisine': 'burger', 'brand': 'White Spot', 'brand:wikipedia': 'en:White Spot'}",White Spot,food
49.1203849,-122.6632837,restaurant,"{'addr:housenumber': '20202', 'addr:street': '66 Avenue', 'addr:unit': '2', 'addr:city': 'Langley'}",Umami Sushi,food
49.2842686,-123.1197597,fast_food,"{'opening_hours': 'Mo-Fr 07:00-15:00', 'cuisine': 'sandwich', 'website': 'http://www.smokehousesandwich.ca', 'phone': '+1-604-620-0766'}",Smokehouse Sandwich Co,food
49.2873953,-123.128838,restaurant,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '1329', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",JoongWon,food
49.2865534,-123.128081,fast_food,"{'addr:province': 'BC', 'website': 'https://chong-qing-restaurant-online-ordering.securebrygid.com', 'addr:housenumber': '1260', 'phone': '+1-604-568-0303', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'chinese', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1C1', 'addr:city': 'Vancouver'}",Chongqing on Robson,food
49.287665,-123.12925,restaurant,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://stephossouvlakigreektavern.food-24h.com/', 'phone': '+1 604-683-2555', 'opening_hours': 'Mo-Su 11:30-22:00', 'cuisine': 'greek', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1N1', 'addr:city': 'Vancouver'}",Stepho's Souvlaki Greek Tavern,food
49.2867409,-123.128421,fast_food,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '1282', 'drive_through': 'no', 'cuisine': 'indian', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",A Taste of India,food
49.2873464,-123.1283402,restaurant,"{'addr:province': 'BC', 'opening_hours': 'Mo,We 11:30-22:30; Fr,Sa 11:30-23:00; Su 11:30-22:00', 'addr:housenumber': '793', 'addr:street': 'Jervis Street', 'addr:city': 'Vancouver'}",miss KOREAN BBQ,food
49.2870639,-123.128927,restaurant,"{'opening_hours': '24/7', 'wheelchair': 'yes', 'website': 'https://foragevancouver.com/', 'addr:street': 'Robson Street', 'phone': '+1-604-661-1400'}",Forage,food
49.2874858,-123.12898,restaurant,"{'addr:province': 'BC', 'addr:housenumber': '1335', 'phone': '+1-604-681-0339', 'smoking': 'no', 'opening_hours': 'Mo,Tu,Th,Fr 11:30-14:00, Mo-Sa 17:00-22:00', 'cuisine': 'japanese;sushi', 'outdoor_seating': 'no', 'addr:street': 'Robson Street', 'addr:postcode': 'V6E 1C6', 'addr:city': 'Vancouver'}",Miko Sushi,food
49.2875631,-123.129718,restaurant,"{'brand:wikidata': 'Q2996960', 'addr:province': 'BC', 'wheelchair': 'yes', 'level': '0', 'brand:wikipedia': 'en:Cora (restaurant)', 'cuisine': 'breakfast', 'takeaway': 'yes', 'addr:city': 'Vancouver', 'alt_name': 'Cora Breakfast and Lunch', 'addr:housenumber': '1368', 'smoking': 'no', 'opening_hours': 'Mo-Sa 06:00-15:00; Su 07:00-15:00', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'brand': 'Cora'}",Cora,food
49.2866143,-123.1281928,cafe,"{'brand:wikidata': 'Q64827032', 'addr:province': 'BC', 'addr:housenumber': '1274', 'opening_hours': 'Su-Th 12:00-22:00; Fr,Sa 12:00-23:00', 'cuisine': 'bubble_tea', 'name:en': 'Sharetea', 'addr:street': 'Robson Street', 'takeaway': 'yes', 'brand': 'Sharetea', 'name:zh': '歇腳亭', 'addr:city': 'Vancouver'}",Sharetea,food
49.2865379,-123.1280477,cafe,"{'addr:province': 'BC', 'addr:housenumber': '1258', 'opening_hours': 'We-Mo 13:00-21:30', 'cuisine': 'bubble_tea', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",Milksha,food
49.2863846,-123.1272393,cafe,"{'addr:province': 'BC', 'addr:housenumber': '1223', 'opening_hours': 'Sa,Su 07:30-13:30', 'outdoor_seating': 'yes', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",Abode,food
49.2866559,-123.127498,pub,"{'addr:province': 'BC', 'opening_hours': 'Mo-Sa 12:00-02:00, Su 11:00-24:00', 'addr:street': 'Robson Street', 'smoking': 'no', 'addr:city': 'Vancouver'}",Shenanigans,food
49.2623184,-123.0895035,restaurant,"{'addr:housenumber': '670', 'addr:street': 'East Broadway', 'phone': '+1-604-829-7032', 'addr:postcode': 'V5T 1X6', 'addr:city': 'Vancouver'}",Hail Mary's,food
49.1556713,-123.1248972,bar,{},Legends Pub,food
49.1398614,-123.137394,fast_food,"{'brand:wikidata': 'Q524757', 'website': 'http://kfc.ca', 'internet_access': 'wlan', 'brand:wikipedia': 'en:KFC', 'cuisine': 'chicken', 'takeaway': 'yes', 'addr:postcode': 'V7A 1W6', 'alt_name': 'Kentucky Fried Chicken', 'phone': '+1-604-272-2472', 'drive_through': 'no', 'opening_hours': 'Mo-Th 11:00-22:00; Sa-Su 11:00-17:00; Fr 11:00-18:00', 'brand': 'KFC'}",KFC,food
49.1486188,-123.1358921,fast_food,{},Pizza Hut (takeout),food
49.1330851,-123.0940869,fast_food,"{'brand:wikidata': 'Q38076', 'website': 'http://www.mcdonalds.ca/', 'internet_access': 'wlan', 'drive_through': 'yes', 'brand:wikipedia': ""en:McDonald's"", 'opening_hours': '24/7', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': ""McDonald's""}",McDonald's,food
49.1329977,-123.0973124,fast_food,"{'brand:wikidata': 'Q177054', 'cuisine': 'burger', 'takeaway': 'yes', 'brand': 'Burger King', 'brand:wikipedia': 'en:Burger King'}",Burger King,food
49.2686141,-123.158778,cafe,"{'brand:wikidata': 'Q37158', 'official_name': 'Starbucks Coffee', 'brand:wikipedia': 'en:Starbucks', 'cuisine': 'coffee_shop', 'takeaway': 'yes', 'brand': 'Starbucks'}",Starbucks,food
49.2863249,-123.1255978,restaurant,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '1172', 'phone': '+1-604-682-8833', 'check_date:opening_hours': '2022-07-23', 'addr:street': 'Alberni Street', 'addr:city': 'Vancouver'}",Kirin Mandarin Restaurant,food
49.2860548,-123.125171,fast_food,"{'brand:wikidata': 'Q2818848', 'addr:province': 'BC', 'addr:housenumber': '1158', 'brand:wikipedia': 'en:A&W (Canada)', 'opening_hours': '24/7', 'cuisine': 'burger', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'A&W', 'addr:city': 'Vancouver'}",A&W,food
49.2860886,-123.125231,fast_food,"{'brand:wikidata': 'Q244457', 'addr:province': 'BC', 'addr:housenumber': '1162', 'drive_through': 'no', 'brand:wikipedia': 'en:Subway (restaurant)', 'opening_hours': 'Mo-Fr 08:00-21:00; Sa,Su 09:00-21:00', 'cuisine': 'sandwich', 'addr:street': 'Alberni Street', 'takeaway': 'yes', 'brand': 'Subway', 'addr:city': 'Vancouver'}",Subway,food
