lat,lon,amenity,tags,name,category
49.2832641,-123.114728,nightclub,"{'addr:province': 'BC', 'addr:housenumber': '560', 'addr:street': 'Seymour Street', 'addr:city': 'Vancouver'}",,attraction
49.2805575,-123.1207988,nightclub,"{'addr:housenumber': '870', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}",Bottleneck,attraction
49.3069372,-122.9537426,spa,{},Fruition Day Spa,attraction
49.2643379,-122.6910749,boat_rental,{'payment:cash': 'yes'},Pitt Meadows Paddle Club (PMPC),attraction
49.2773021,-123.1257098,nightclub,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'website': 'https://auravancouver.ca/', 'addr:housenumber': '1180', 'phone': '+1-604-688-8889', 'smoking': 'no', 'opening_hours': 'Fr-Su 22:00-03:00', 'addr:street': 'Granville Street', 'opening_hours:covid19': 'closed', 'addr:postcode': 'V6Z 1L8', 'addr:city': 'Vancouver'}",Aura,attraction
49.0962045,-122.0442581,theatre,{},,attraction
49.3253576,-123.1381996,cinema,"{'brand:wikidata': 'Q2972807', 'wheelchair': 'yes', 'website': 'https://www.cineplex.com', 'alt_name': 'Cineplex VIP cinemas', 'level': '2', 'brand:wikipedia': 'en:Cineplex Entertainment', 'indoor': 'yes', 'brand': 'Cineplex', 'layer': '2'}",Cineplex Cinemas & VIP,attraction
49.2784275,-123.122575,nightclub,"{'opening_hours:signed': 'no', 'addr:province': 'BC', 'addr:housenumber': '1019', 'outdoor_seating': 'no', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3M3', 'start_date': '1947', 'addr:city': 'Vancouver'}",The Penthouse,attraction
49.2770164,-123.1248993,cinema,"{'alt_name': 'Vancity Theatre', 'addr:housenumber': '1181', 'phone': '+1-604-683-3456', 'opening_hours': '""opening hours depends on when movies play and festivals""', 'screen': '1', 'addr:street': 'Seymour Street', 'addr:postcode': 'V6B 3M7', 'email': 'info@viff.org', 'addr:city': 'Vancouver'}",Vancouver International Film Centre,attraction
49.2785234,-123.1238494,nightclub,"{'addr:housenumber': '1058', 'addr:street': 'Granville Street', 'addr:city': 'Vancouver'}",Encore,attraction
49.2455783,-123.1854475,theatre,"{'addr:housenumber': '4555', 'addr:street': 'Dunbar Street', 'wikidata': 'Q38377943', 'addr:city': 'Vancouver'}",Dunbar Theatre,attraction
49.286811900000004,-123.1279618,marketplace,"{'addr:province': 'BC', 'wheelchair': 'yes', 'addr:housenumber': '1277', 'opening_hours': 'Mo-Sa 10:00-20:00; Su 11:00-19:00', 'addr:street': 'Robson Street', 'addr:city': 'Vancouver'}",CB2,attraction
49.2703704,-123.133298,arts_centre,"{'website': 'https://www.artsumbrella.com/granville-island/', 'addr:housenumber': '1440', 'addr:street': 'Johnston Street'}",Arts Umbrella,attraction
49.0053233,-122.2657478,theatre,"{'description': 'Audition, Rehearsal & Workshop Location', 'website': 'http://gallery7theatre.com', 'level': '0', 'addr:unit': '100'}",Gallery 7 Theatre,attraction
49.044502,-122.2993636,theatre,{},,attraction
49.2882221,-123.1274161,hookah_lounge,"{'opening_hours': 'Mo-Su 16:00-22:00', 'addr:housenumber': '1322'}",Ahwaz Hookah House,attraction
49.2619732,-122.78031,arts_centre,{},Leigh Square Community Arts Village,attraction
49.3262061,-123.1510002,marketplace,"{'opening_hours': 'May-Oct: Su 10:00-15:00', 'website': 'https://www.artisanmarkets.ca/our-markets/ambleside-market/', 'addr:housenumber': '1000', 'addr:street': 'Argyle Avenue', 'phone': '+1 604 357 4756'}",Ambleside Artisan Farmers Market,attraction
49.2737748,-123.0987118,marketplace,{'opening_hours': 'We 14:00-18:00'},Main St. Station Farmers Market,attraction
49.2812652,-123.0859633,theatre,"{'addr:housenumber': '855', 'addr:street': 'East Hastings Street', 'addr:city': 'Vancouver'}",Red Gate Collective,attraction
49.143419,-122.2903467,theatre,{},Clark Foundation Theatre,attraction
49.2717056,-123.136632,boat_rental,"{'website': 'https://vancouverwateradventures.com/', 'addr:housenumber': '1812', 'phone': '+1-604-736-5155', 'opening_hours': 'Mo-Su 09:00-20:00', 'addr:street': 'Boatlift Lane', 'addr:postcode': 'V6H 3Y2', 'guide': 'boat', 'rental': 'jetski;kayak;paddleboard;wetsuit'}",Vancouver Water Adventures,attraction
49.3161036,-123.0202569,theatre,{},Blueshore Financial Centre for the Performing Arts,attraction
49.273765,-123.0752492,theatre,"{'website': 'https://www.electriccompanytheatre.com/', 'addr:housenumber': '1422', 'addr:street': 'William Street', 'addr:postcode': 'V5L 2P7', 'email': 'info@electriccompanytheatre.com', 'addr:city': 'Vancouver'}",Electric Company Theatre,attraction
49.2834086,-123.1145149,internet_cafe,"{'addr:province': 'BC', 'website': 'http://www.vancouverstudentstore.ca', 'addr:housenumber': '550', 'opening_hours': 'Mo-Su 10:00-01:00', 'addr:street': 'Seymour Street', 'addr:city': 'Vancouver'}",5FiftyGame,attraction
49.1682974,-122.5796899,spa,{},Su Casa Spa,attraction
49.2826091,-123.1057991,nightclub,"{'addr:housenumber': '50', 'addr:street': 'West Cordova Street', 'addr:city': 'Vancouver'}",The Bourbon,attraction
49.2797578,-123.1219911,nightclub,"{'addr:province': 'BC', 'website': 'http://www.roxyvan.com/', 'addr:housenumber': '932', 'phone': '+16043317999', 'smoking': 'no', 'opening_hours': '08:00-03:00', 'addr:street': 'Granville Street', 'addr:postcode': 'V6Z 1L2', 'addr:city': 'Vancouver'}",The Roxy Cabaret,attraction
49.2855421,-123.0401982,casino,{'website': 'https://www.hastingsracecourse.com/slot-floor/'},Casino Slots & Gaming Floor at Hastings Racecourse,attraction
49.2805916,-123.1207429,nightclub,"{'website': 'http://www.commodoreballroom.ca/', 'source': 'website', 'addr:postcode': 'V6Z 1K3', 'capacity': '990', 'addr:city': 'Vancouver', 'addr:housenumber': '868', 'phone': '+1-604-739-4550', 'old_name': 'Commodore Cabaret', 'wikipedia': 'en:Commodore Ballroom', 'addr:street': 'Granville Street', 'wikidata': 'Q5153212', 'leisure': 'music_venue', 'start_date': '1929'}",Commodore Ballroom,attraction
49.2477176,-123.23027,theatre,{},Auditorium,attraction
49.250765,-123.2379433,marketplace,{},UBC Farm Market,attraction
49.2545,-123.1149458,cinema,"{'website': 'https://www.cineplex.com/Theatre/the-park-theatre', 'addr:housenumber': '3440', 'phone': '+1-604-709-3456', 'source': 'local_knowledge', 'addr:street': 'Cambie St.', 'wikidata': 'Q17111702', 'addr:postcode': 'V5Z 2W8', 'operator': 'Cineplex', 'addr:city': 'Vancouver'}",The Park Theatre,attraction
49.2639931,-123.1718054,spa,{},Footworks Relaxology,attraction
49.2782799,-123.121185,arts_centre,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://www.contemporaryartgallery.ca/', 'addr:housenumber': '555', 'phone': '+1-604-681-2700', 'opening_hours': 'Tu-Su 12:00-18:00', 'addr:street': 'Nelson Street', 'wikidata': 'Q5164961', 'addr:postcode': 'V6B 6R5', 'addr:city': 'Vancouver'}",Contemporary Art Gallery,attraction
49.2858405,-123.14309539999999,boat_rental,{'seasonal': 'summer'},,attraction
49.2631799,-122.7480095,theatre,{},Terry Fox Theatre,attraction
49.2722956,-123.136955,boat_rental,"{'website': 'https://www.bonnielee.com/', 'addr:housenumber': '104 1676', 'addr:street': 'Duranleau Street', 'phone': '+1-604-290-7447'}",Bonnie Lee Charters,attraction
49.2710737,-123.136511,boat_rental,{'phone': '+1-604-428-2628'},Vancouver Boat Rentals,attraction
49.3269402,-122.9501617,theatre,"{'addr:housenumber': '4360', 'addr:street': 'Gallant Avenue'}",Deep Cove Shaw Theatre,attraction
49.3271158,-122.9500344,theatre,{'theatre:type': 'amphi'},,attraction
49.0481542,-122.3351359,dance,"{'addr:housenumber': '32083', 'dance:teaching': 'yes', 'phone': '+1-604-614-5035', 'level': '0', 'addr:street': 'Hillcrest Avenue', 'addr:postcode': 'V2T 1S3', 'addr:unit': '122'}",Manu Creations Dance & Art Academy,attraction
49.182497,-123.1377574,internet_cafe,"{'addr:province': 'BC', 'addr:city': 'Richmond'}",17 Gaming Internet Cafe,attraction
49.2580228,-123.1013897,spa,"{'addr:housenumber': '3041', 'addr:street': 'Main Street', 'addr:city': 'Vancouver'}",Main Wellness Centre,attraction
49.2804032,-123.121024,theatre,"{'website': 'http://orpheum-theater.com/orpheum_theater_vancouver.php', 'addr:housenumber': '884', 'addr:street': 'Granville Street', 'addr:postcode': 'V6Z 1K3', 'addr:city': 'Vancouver'}",The Orpheum,attraction
49.1676179,-122.5874561,theatre,"{'note': 'Owned and operated by the Langley Fine Arts School.', 'addr:housenumber': '9096', 'addr:street': 'Trattle Street'}",Chief Sepass Theater,attraction
49.2723207,-123.1342258,nightclub,{},Backstage Lounge,attraction
49.0582354,-122.378087,cinema,"{'brand:wikidata': 'Q2972807', 'website': 'https://www.cineplex.com/Theatre/cineplex-cinemas-abbotsford-and-vip', 'level': '2', 'brand:wikipedia': 'en:Cineplex Entertainment', 'operator': 'Cineplex', 'layer': '2', 'addr:unit': 'J200', 'addr:housenumber': '3122', 'phone': '+1-604-504-9701', 'is_in:city': 'Abbotsford', 'addr:street': 'Mount Lehman Road', 'brand': 'Cineplex'}",Cineplex Cinemas Abbotsford and VIP,attraction
49.2820693,-123.0979109,theatre,"{'website': 'https://firehallartscentre.ca/', 'addr:housenumber': '280', 'addr:street': 'East Cordova Street', 'phone': '+1-604-689-0926', 'wikidata': 'Q5451857'}",Firehall Arts Centre,attraction
49.2891958,-123.110351,cinema,"{'website': 'https://www.flyovercanada.com/', 'addr:housenumber': '999', 'phone': '+1-604-620-8455', 'opening_hours': 'Su-Sa 10:00-21:00', 'screen': '1', 'addr:street': 'Canada Place', 'addr:unit': '201', 'addr:city': 'Vancouver'}",FlyOver Canada,attraction
49.2548986,-123.0199897,hookah_lounge,"{'website': 'https://livingroomcafe.ca/', 'addr:housenumber': '3787', 'phone': '+1-778-898-9817', 'addr:street': 'Canada Way', 'addr:unit': '116', 'survey:date': '2022-04-29'}",Living Room Cafe Lounge,attraction
49.2806911,-123.112557,theatre,"{'addr:province': 'BC', 'website': 'https://vancouvercivictheatres.com/venues/vancouver-playhouse/', 'addr:housenumber': '600', 'addr:street': 'Hamilton Street', 'wikidata': 'Q7914233', 'addr:postcode': 'V6B 3L4', 'addr:city': 'Vancouver'}",Vancouver Playhouse,attraction
49.2803131,-123.113161,theatre,"{'addr:province': 'BC', 'wheelchair': 'yes', 'website': 'https://vancouvercivictheatres.com/venues/queen-elizabeth-theatre', 'addr:housenumber': '650', 'phone': '+1-604-665-2193', 'wikipedia': 'en:Queen Elizabeth Theatre', 'addr:street': 'Hamilton Street', 'wikidata': 'Q7270389', 'addr:postcode': 'V6B 5N6', 'addr:city': 'Vancouver'}",Queen Elizabeth Theatre,attraction
49.2689073,-123.1319354,theatre,"{'theatre:type': 'amphi', 'lit': 'no', 'operator': 'Performance Works'}",The “Little” Amphitheatre,attraction
49.2685914,-123.1309399,theatre,"{'theatre:type': 'amphi', 'lit': 'no'}",,attraction
49.280713,-122.8495116,boat_rental,"{'note': 'Rafting/Kayaking', 'website': 'https://www.rockypointkayak.com/', 'addr:housenumber': '2770', 'addr:street': 'Esplanade Street', 'phone': '+1-604-936-1112'}",Rocky Point Kayak,attraction
49.1121833,-122.7335488,marketplace,"{'opening_hours': 'Su 06:00-15:00', 'website': 'https://www.cloverdalemarket.ca', 'alt_name': 'Cloverdale Flea Market', 'phone': '+1-604-837-1676'}",The Cloverdale Market,attraction
49.3223456,-122.8559639,boat_rental,"{'description': 'Canoe and Kayak rentals', 'phone': '+1 6044699928', 'fee': 'yes'}",Buntzen Lake Rentals,attraction
49.051316,-122.3131173,nightclub,"{'opening_hours': 'Su-Th 18:00-24:00; Mo-Fr 00:00-01:00; Fr-Sa 18:00-24:00; Sa-Su 00:00-03:00', 'alt_name': 'Cloud Caffe Hookah Lounge', 'phone': '+1-604-744-0744', 'addr:unit': '102'}",Cloud Hookah Lounge,attraction
49.1340436,-122.304174,theatre,"{'website': 'https://www.openingnitetheatre.com', 'addr:housenumber': '33223', 'addr:street': 'North Railway Avenue', 'addr:postcode': 'V2V 1E4', 'operator': 'Opening Nite Theatre Society'}",Opening Nite Theatre,attraction
49.2707965,-123.1362969,theatre,"{'website': 'https://www.vtsl.com/', 'addr:housenumber': '1502', 'addr:street': 'Duranleau Street', 'phone': '+1-604-280-4444'}",The Improv Center,attraction
49.2782044,-123.113409,theatre,"{'website': 'http://www.frankiesjazzclub.ca/', 'addr:housenumber': '755', 'phone': '+1-604-688-6368', 'addr:street': 'Beatty Street', 'email': 'info@frankiesjazzclub.ca', 'addr:city': 'Vancouver'}",Frankie's Jazz Club,attraction
49.2799331,-123.120567,theatre,"{'addr:province': 'BC', 'website': 'http://orpheum-theater.com/orpheum_theater_vancouver.php', 'addr:housenumber': '601', 'addr:street': 'Smithe Street', 'wikidata': 'Q7103961', 'addr:postcode': 'V6Z 1K3', 'addr:city': 'Vancouver'}",The Orpheum,attraction
49.2830332,-122.8260224,marketplace,{},Olive The Best,attraction
49.0241004,-123.0680384,arts_centre,{'operator': 'City of Delta'},Tsawwassen Arts Centre,attraction
49.2434955,-122.973016,marketplace,"{'website': 'https://www.artisanmarkets.ca/', 'addr:housenumber': '4949', 'addr:country': 'CA', 'opening_hours': 'May-Oct: Sa 10:00-14:00', 'addr:street': 'Canada Way', 'addr:postcode': 'V5G 4A3'}",Burnaby Artisan Farmers' Market,attraction
49.2811013,-123.098369,theatre,"{'addr:province': 'BC', 'website': 'https://rickshawtheatre.com/', 'addr:housenumber': '254', 'phone': '+1-604-681-8915', 'addr:street': 'East Hastings Street', 'wikidata': 'Q38378234', 'addr:postcode': 'V6A 1P1', 'addr:city': 'Vancouver'}",The Rickshaw,attraction
49.260671,-123.136489,theatre,"{'website': 'https://pacifictheatre.org/', 'addr:housenumber': '1440', 'addr:street': 'West 12th Avenue', 'phone': '+1-604-731-5518'}",Pacific Theatre,attraction
49.2749952,-123.1992955,boat_rental,"{'old_website': 'https://www.ecomarine.com/', 'website': 'https://jerichobeachkayak.com/', 'old_name': 'Ecomarine Paddlesport Centres', 'fee': 'yes'}",Jericho Beach Kayak Centre,attraction
49.2755726,-123.201351,boat_rental,"{'website': 'https://windsure.com/', 'fee': 'yes'}",Windsure Adventure Watersports,attraction
49.276403,-123.1524904,boat_rental,"{'website': 'https://www.vancouverwateradventures.com', 'fee': 'yes'}",Vancouver Water Adventures,attraction
49.3102032,-123.0796271,marketplace,"{'addr:province': 'BC', 'addr:street': 'Wallace Mews', 'addr:postcode': 'V7L 0B2', 'addr:city': 'North Vancouver'}",Shipyards Christmas Market,attraction
49.0478642,-122.29258,marketplace,"{'opening_hours': 'Apr-Oct: Sa 09:00-13:00;Nov-Dec 17:Sa 10:00-14:00;week 1-12/2: Sa 10:00-14:00', 'description': 'located in the parking lot', 'website': 'https://afcm.ca/', 'opening_hours:url': 'http://www.abbotsfordfarmandcountrymarket.com/when-n-where', 'operator': 'Abbotsford Farm & Country Market Society'}",Abbotsford Farm & Country Market,attraction
49.2579975,-123.0611751,marketplace,{'opening_hours': 'Sa 09:00-14:00'},Trout Lake Farmer's Market,attraction
49.2429015,-123.1048776,marketplace,"{'opening_hours': 'Sa 10:00-14:00', 'website': 'https://eatlocal.org/', 'operator': 'Vancouver Farmers Markets'}",Riley Park Farmers Market,attraction
49.2799433,-123.1137757,marketplace,{'opening_hours': 'Th 15:00-19:00'},Downtown Farmers Market,attraction
49.2621368,-123.1615562,marketplace,{'opening_hours': 'Su 10:00-14:00'},Kitsilano Farmers Market,attraction
49.2639793,-123.0949276,marketplace,{'opening_hours': 'Su 10:00-14:00'},Mount Pleasant Farmers Market,attraction
49.2826727,-123.13042,marketplace,"{'opening_hours': 'Sa 09:00-14:00', 'check_date:opening_hours': '2022-09-24', 'note': 'This occurs on Comox Street'}",West End Farmers Market,attraction
49.2786691,-123.12646,cinema,"{'addr:province': 'BC', 'website': 'http://www.thecinematheque.ca/', 'addr:housenumber': '1131', 'internet_access': 'wlan', 'phone': '+1-604-688-3456', 'old_name': 'Pacific Cinematheque', 'addr:street': 'Howe Street', 'wikidata': 'Q7122345', 'addr:postcode': 'V6Z 2L7', 'addr:city': 'Vancouver'}",The Cinematheque,attraction
49.290514,-122.4900304,boat_rental,{'operator': 'Alouette Park Management Ltd.'},,attraction
49.2670115,-123.0734336,toy_library,{},Book and Toy exchange,attraction
49.2797453,-122.9168914,theatre,{},Images Theatre,attraction
49.2005685,-122.9136462,cinema,"{'website': 'https://www.landmarkcinemas.com/showtimes/new-westminster', 'addr:housenumber': '800', 'addr:street': 'Carnarvon Street', 'phone': '+1-604-521-6564'}",Landmark Cinemas,attraction
49.3375182,-123.1013939,arts_centre,{'level': '1'},4 Cats Arts Studio,attraction
49.2673014,-123.0020635,cinema,"{'brand:wikidata': 'Q2972807', 'brand': 'Cineplex', 'brand:wikipedia': 'en:Cineplex Entertainment'}",Cineplex,attraction
49.2830614,-123.0423499,marketplace,"{'addr:province': 'BC', 'addr:housenumber': '2901', 'addr:street': 'E Hastings St', 'addr:postcode': 'V5K 5J1', 'addr:city': 'Vancouver'}",Vancouver Farmers Market,attraction
49.2349562,-122.9651059,boat_rental,"{'website': 'https://deerlakeboatrentals.com/', 'opening_hours:url': 'https://deerlakeboatrentals.com/hours', 'addr:housenumber': '5435', 'phone': '+1-604-521-3183', 'addr:street': 'Sperling Avenue', 'email': 'info@deerlakeboatrentals.com'}",Deer Lake Boat Rentals,attraction
49.2392058,-122.9687563,arts_centre,{'website': 'https://burnabyartscouncil.org/'},Burnaby Art Council,attraction
49.2766458,-123.1421577,theatre,"{'website': 'https://bardonthebeach.org/', 'addr:housenumber': '1695', 'phone': '+1-604-737-0625', 'source': 'Bing', 'addr:street': 'Whyte Avenue', 'wikidata': 'Q807984'}",Bard On The Beach (Summer Only),attraction
49.2341394,-123.0385563,theatre,"{'website': 'https://www.greenthumb.bc.ca/', 'addr:housenumber': '5522', 'addr:street': 'McKinnon Street', 'phone': '+1-604-254-4055', 'email': 'info@greenthumb.bc.ca'}",Green Thumb Theatre,attraction
49.0450015,-122.7945506,cinema,"{'addr:housenumber': '2381', 'addr:street': 'King George Boulevard', 'addr:city': 'Surrey'}",Caprice White Rock,attraction
49.0475966,-122.2919218,theatre,"{'description': 'International Stand-Up Comedy', 'website': 'https://www.yukyuks.com/index.cfm?action=mobile.club&venueID=4108', 'alt_name': ""Mike Breslin's Yuk Yuk's Comedy Club"", 'theatre:genre': 'stand_up_comedy', 'phone': '+1-604-746-4488'}",Yuk Yuk's,attraction
49.2667256,-123.096764,arts_centre,"{'website': 'http://www.auroradigitalis.org/', 'addr:housenumber': '350', 'addr:street': 'East 2nd Avenue', 'addr:postcode': 'V5T 4R8', 'addr:city': 'Vancouver'}",Aurora Digitalis,attraction
49.2838008,-123.091207,arts_centre,"{'wheelchair': 'yes', 'website': 'https://www.hfour.ca/', 'addr:housenumber': '120', 'addr:street': 'Alexander Street', 'addr:postcode': 'V6A 3c3', 'addr:city': 'Vancouver'}",Hfour,attraction
49.281207,-123.0154316,hookah_lounge,"{'website': 'https://bulalounge.com/', 'addr:housenumber': '4027', 'addr:street': 'Hastings Street', 'phone': '+1-604-340-4944', 'email': 'info@bulalounge.ca'}",Bula Lounge,attraction
49.2768589,-123.0725838,leisure,"{'website': 'https://vanhack.ca', 'addr:housenumber': '1601', 'addr:street': 'Venables Street', 'leisure': 'hackerspace', 'addr:postcode': 'V5L 2H1'}",Vancouver Hack Space,attraction
49.2663063,-123.1380996,spa,"{'opening_hours': 'Tu-We 11:00-19:00, Th 12:00-15:00, Fr 12:00-20:00, Sa 10:00-18:00 ""women""; Th 16:00-20:00, Su 14:00-18:00 ""men""', 'addr:housenumber': '1495', 'addr:street': 'West 6th Avenue'}",Miraj Hammam Spa,attraction
49.2643349,-123.1745647,theatre,"{'website': 'https://www.hollywoodtheatre.ca/', 'addr:housenumber': '3123', 'addr:street': 'West Broadway', 'phone': '+1-778-819-3065', 'email': 'info@hollywoodtheatre.ca'}",Hollywood Theatre,attraction
49.2704435,-123.135278,theatre,"{'website': 'https://www.carouseltheatre.ca/', 'addr:housenumber': '1411', 'addr:street': 'Cartwright Street', 'phone': '+1-604-685-6217'}",Carousel Theatre,attraction
